"STATION","NAME","DATE","DAPR","MDPR","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10","WT11"
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-08-18",,,"0.3",,,,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-08-22",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-08-23",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-08-24",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-08-25",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-08-26",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-08-28",,,"20.3",,,,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-08-30",,,"5.6",,,,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-09-01",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-09-02",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-09-04",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-09-05",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-09-06",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-09-07",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-09-20",,,"1.5",,,,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-09-23",,,"16.3",,,,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-10-01",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-10-02",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-10-03",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-10-04",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-10-05",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-10-06",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-10-07",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-10-08",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-10-09",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-10-10",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-10-11",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-10-12",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-10-13",,,"1.5",,,,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-10-14",,,"1.0",,,,,,,,,,,,,,,,,
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","2024-10-15",,,"3.6",,,,,,,,,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-01",,,"0.8",,"3.0","0.0",,"-0.6","-2.8","-2.2",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-02",,,"0.0",,"0.0","0.0",,"-1.1","-5.0","-4.4",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-03",,,"0.0",,"0.0","0.0",,"2.8","-4.4","-1.1",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-04",,,"0.0",,"0.0","0.0",,"0.6","-5.6","-5.6",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-05",,,"0.0",,"0.0","0.0",,"1.7","-5.6","-5.6",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-06",,,"4.1",,"30.0","25.0",,"1.7","-5.6","-1.7",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-07",,,"2.0",,"15.0","51.0",,"-1.1","-2.8","-2.2",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-08",,,"0.0",,"0.0","25.0",,"-0.6","-2.8","-1.7",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-09",,,"9.1",,"46.0","51.0",,"1.1","-1.7","-0.6",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-10",,,"17.0",,"41.0","76.0",,"0.0","-1.1","-1.1",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-11",,,"1.3",,"5.0","76.0",,"-0.6","-6.7","-1.1",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-13",,,"14.5",,"56.0","203.0",,"0.0","-6.7","-6.7",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-14",,,"0.8",,"13.0","203.0",,"-6.7","-25.0","-23.9",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-15",,,"0.0",,"0.0","203.0",,"-21.7","-25.0","-23.9",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-16",,,"0.0",,"0.0","203.0",,"-17.8","-23.9","-21.7",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-17",,,"0.0",,"0.0","178.0",,"-15.0","-21.7","-15.0",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-18",,,"1.3",,"13.0","178.0",,"-7.8","-15.0","-8.9",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-19",,,"2.8",,"25.0","178.0",,"-3.9","-13.9","-13.9",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-20",,,"0.8",,"8.0","178.0",,"-12.2","-17.8","-13.9",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-21",,,"0.0",,"0.0","178.0",,"-8.3","-21.7","-17.8",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-22",,,"0.5",,"0.0","178.0",,"-4.4","-18.3","-4.4",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-23",,,"9.1",,"0.0","152.0",,"-0.6","-5.0","-0.6",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-24",,,"1.5",,"0.0","127.0",,"0.6","-1.1","0.0",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-25",,,"3.8",,"0.0","76.0",,"2.2","0.0","0.6",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-26",,,"13.2",,"0.0","51.0",,"2.8","0.0","1.1",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-27",,,"2.5",,"0.0","25.0",,"2.8","-0.6","0.6",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-28",,,"0.8",,"0.0","0.0",,"2.8","0.6","0.6",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-29",,,"0.0",,"0.0","0.0",,"2.2","-2.2","-2.2",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-30",,,"1.0",,"0.0","0.0",,"1.7","-2.8","1.1",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-01-31",,,"0.0",,"0.0","0.0",,"3.9","0.6","1.1",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-01",,,"0.0",,"0.0","0.0",,"2.2","-0.6","0.0",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-02",,,"0.0",,"0.0","0.0",,"12.2","0.0","1.1",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-03",,,"0.0",,"0.0","0.0",,"5.0","-2.2","-2.2",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-04",,,"0.0",,"0.0","0.0",,"6.1","-5.0","-1.7",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-05",,,"0.0",,"0.0","0.0",,"7.8","-2.8","-1.7",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-06",,,"0.0",,"0.0","0.0",,"7.8","-3.3","0.0",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-07",,,"0.0",,"0.0","0.0",,"5.6","-3.9","-3.9",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-08",,,"0.0",,"0.0","0.0",,"7.2","-3.9","5.6",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-09",,,"0.5",,"0.0","0.0",,"14.4","3.9","4.4",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-10",,,"0.0",,"0.0","0.0",,"12.8","-2.2","-0.6",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-11",,,"0.0",,"0.0","0.0",,"4.4","-5.6","-5.6",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-12",,,"0.0",,"0.0","0.0",,"4.4","-8.3","-7.8",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-13",,,"0.0",,"0.0","0.0",,"7.2","-7.8","-3.9",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-14",,,"0.0",,"0.0","0.0",,"4.4","-8.3","-6.7",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-15",,,"2.3",,"0.0","0.0",,"7.2","-6.7","4.4",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-16",,,"0.0",,"0.0","0.0",,"6.1","-3.9","-3.9",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-17",,,"0.0",,"0.0","0.0",,"-1.7","-12.8","-8.9",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-18",,,"0.0",,"0.0","0.0",,"0.0","-8.9","0.0",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-19",,,"0.0",,"0.0","0.0",,"7.2","-9.4","-8.9",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-20",,,"0.0",,"0.0","0.0",,"10.0","-8.9","-6.7",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-21",,,"0.0",,"0.0","0.0",,"13.3","-6.7","5.0",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-22",,,"0.0",,"0.0","0.0",,"17.2","5.0","6.7",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-23",,,"0.0",,"0.0","0.0",,"15.6","0.6","0.6",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-24",,,"2.3",,"48.0","51.0",,"11.1","-7.8","-5.6",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-25",,,"0.0",,"0.0","0.0",,"3.3","-5.6","3.3",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-26",,,"0.0",,"0.0","0.0",,"16.1","-2.2","4.4",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-27",,,"0.3",,"0.0","0.0",,"21.7","3.3","11.1",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-28",,,"8.9",,"0.0","0.0",,"23.3","-5.0","-5.0",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-02-29",,,"0.0",,"0.0","0.0",,"-0.6","-10.6","-8.9",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-01",,,"0.0",,"0.0","0.0",,"6.7","-8.9","1.7",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-02",,,"0.0",,"0.0","0.0",,"6.7","-3.3","4.4",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-03",,,"0.0",,"0.0","0.0",,"13.3","3.3","6.1",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-04",,,"0.0",,"0.0","0.0",,"22.2","6.1","11.1",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-05",,,"18.3",,"0.0","0.0",,"21.7","3.9","3.9",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-06",,,"0.3",,"0.0","0.0",,"9.4","2.8","2.8",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-07",,,"0.0",,"0.0","0.0",,"8.9","-0.6","1.7",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-08",,,"0.3",,"0.0","0.0",,"9.4","1.7","5.0",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-09",,,"26.7",,"0.0","0.0",,"5.6","1.7","2.2",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-10",,,"0.0",,"0.0","0.0",,"6.7","-3.3","-2.2",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-11",,,"0.0",,"0.0","0.0",,"8.3","-2.2","0.0",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-12",,,"0.0",,"0.0","0.0",,"18.9","0.0","6.1",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-13",,,"0.0",,"0.0","0.0",,"21.7","4.4","5.0",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-14",,,"4.6",,"0.0","0.0",,"20.6","3.9","7.2",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-15",,,"5.6",,"0.0","0.0",,"20.6","1.7","1.7",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-16",,,"0.0",,"0.0","0.0",,"12.8","1.1","4.4",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-17",,,"0.0",,"0.0","0.0",,"13.3","-1.7","1.7",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-18",,,"0.0",,"0.0","0.0",,"5.0","-5.6","-5.6",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-19",,,"0.0",,"0.0","0.0",,"2.2","-5.6","-2.8",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-20",,,"0.0",,"0.0","0.0",,"14.4","-2.8","0.0",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-21",,,"0.0",,"0.0","0.0",,"4.4","-6.7","-4.4",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-22",,,"2.0",,"10.0","0.0",,"3.9","-4.4","-1.7",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-23",,,"1.3",,"0.0","0.0",,"2.8","-3.3","0.0",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-24",,,"0.0",,"0.0","0.0",,"2.8","-2.8","-1.1",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-25",,,"0.0",,"0.0","0.0",,"8.3","-1.1","8.3",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-26",,,"15.7",,"0.0","0.0",,"16.1","-1.1","10.0",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-27",,,"1.8",,"0.0","0.0",,"11.7","-3.3","-3.3",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-28",,,"0.0",,"0.0","0.0",,"5.6","-3.3","-2.2",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-29",,,"0.0",,"0.0","0.0",,"10.6","-2.2","-1.1",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-30",,,"17.0",,"0.0","0.0",,"14.4","-1.1","13.9",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-03-31",,,"0.0",,"0.0","0.0",,"16.1","0.6","2.2",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-04-01",,,"11.7",,"0.0","0.0",,"12.8","2.2","3.9",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-04-02",,,"11.2",,"0.0","0.0",,"8.3","3.9","4.4",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-04-03",,,"13.5",,"0.0","0.0",,"6.7","-0.6","-0.6",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-04-04",,,"8.1",,"0.0","0.0",,"2.2","-0.6","1.1",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-04-05",,,"3.3",,"0.0","0.0",,"5.0","0.0","1.7",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-04-06",,,"0.0",,"0.0","0.0",,"7.8","-2.2","6.7",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-04-07",,,"0.0",,"0.0","0.0",,"10.6","-1.1","5.6",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-04-08",,,"8.9",,"0.0","0.0",,"10.0","5.6","7.2",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-04-09",,,"0.0",,"0.0","0.0",,"21.1","7.2","8.9",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-04-10",,,"0.0",,"0.0","0.0",,"17.2","1.7","1.7",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-04-11",,,"0.0",,"0.0","0.0",,"19.4","1.7","9.4",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-04-12",,,"2.3",,"0.0","0.0",,"15.0","7.2","7.2",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-04-13",,,"0.0",,"0.0","0.0",,"16.7","5.0","8.3",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-04-14",,,"0.0",,"0.0","0.0",,"21.1","3.3","20.0",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-04-15",,,"0.0",,"0.0","0.0",,"27.8","8.9","8.9",,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","2024-04-16",,,"0.0",,"0.0","0.0",,"25.6","8.9","11.1",,,,,,,,,,
